1122,1048
0,1058
1251,1080
0,1090
1183,1114
0,1131
1386,1147
0,1162
451,1164
0,1174
1386,1180
179,1197
0,1207
351,1214
1386,1247
0,1257
0,1260
281,1264
1386,1280
364,1297
1386,1314
857,1330
0,1345
1386,1347
0,1357
701,1364
1230,1380
1386,1414
161,1430
613,1447
0,1462
0,1465
1388,1480
714,1485
1388,1491
357,1503
1388,1514
1460,1538
29,1540
1388,1547
0,1557
0,1558
1388,1558
762,1569
1388,1580
1388,1591
1213,1603
1388,1614
1388,1620
1388,1627
1388,1634
22,1640
1388,1647
1388,1655
1388,1664
1025,1672
1388,1680
1388,1687
1388,1694
1388,1700
20,1707
1388,1714
1388,1722
1388,1730
1298,1739
1388,1747
1388,1755
1388,1764
1216,1772
1388,1780
1388,1785
1388,1790
1388,1795
1388,1799
1388,1804
1131,1809
1388,1814
0,1824
1104,1830
1388,1847
1388,1854
1388,1860
1388,1867
457,1874
1388,1880
1388,1889
1388,1897
1097,1905
1388,1914
1388,1922
1388,1930
810,1939
1388,1947
1388,1954
1388,1960
1388,1967
635,1974
1388,1980
1388,1989
1388,1997
673,2005
1388,2014
0,2024
639,2030
1388,2047
1388,2055
1388,2064
650,2072
1388,2080
1388,2089
1388,2097
569,2105
1388,2114
1388,2120
1388,2127
1388,2134
1334,2140
1388,2147
1388,2154
1388,2160
1388,2167
150,2174
1388,2180
1388,2189
1388,2197
1336,2205
1388,2214
1388,2220
1388,2227
1388,2234
1307,2240
1388,2247
1388,2258
254,2269
0,2279
1388,2280
1388,2286
1388,2291
1388,2297
1388,2303
1254,2308
1388,2314
1388,2320
1388,2327
1388,2334
1035,2340
1388,2347
1388,2354
1388,2360
1388,2367
666,2374
1388,2380
1388,2387
1388,2394
1388,2400
516,2407
1388,2414
1388,2420
1388,2427
1388,2434
800,2440
1388,2447
1388,2454
1388,2460
1388,2467
817,2474
1388,2480
1388,2487
1388,2494
1388,2500
909,2507
1388,2514
1388,2520
1388,2527
1388,2534
652,2540
1388,2547
1388,2554
1388,2560
1388,2567
363,2574
1388,2580
1388,2586
1388,2591
1388,2597
1388,2603
537,2608
1388,2614
0,2624
1388,2625
372,2636
1388,2647
1388,2654
1388,2660
1388,2667
528,2674
1388,2680
1388,2687
1388,2694
1388,2700
180,2707
1388,2714
1388,2720
1388,2727
1388,2734
209,2740
1388,2747
1388,2754
1388,2760
1388,2767
769,2774
1388,2780
1388,2784
1388,2788
1388,2791
1388,2795
1388,2799
1388,2803
1388,2806
646,2810
1388,2814
1388,2825
184,2836
1388,2847
1388,2855
1388,2864
1242,2872
1388,2880
1388,2889
661,2894
1388,2897
1119,2905
1388,2919
1388,2920
1388,2930
1388,2935
1328,2940
1388,2947
1388,2954
1388,2960
1388,2967
309,2974
1388,2980
1388,2987
1388,2994
1388,3000
127,3007
1388,3014
1388,3020
1388,3027
1388,3034
558,3040
1388,3047
1388,3054
1388,3060
1388,3067
903,3074
1388,3080
1388,3087
1388,3094
1388,3100
588,3107
1388,3114
1388,3120
1388,3127
1388,3134
471,3140
1388,3147
1388,3154
1388,3160
1388,3167
39,3174
1388,3180
1388,3189
1388,3197
1031,3205
1388,3214
1388,3220
1388,3227
1388,3234
79,3240
1388,3247
1388,3254
1388,3260
1388,3267
339,3274
1388,3280
1388,3287
1388,3294
1388,3300
245,3307
1388,3314
1388,3320
1388,3327
1388,3334
403,3340
1388,3347
1388,3354
1388,3360
1388,3367
248,3374
1388,3380
1388,3386
1388,3391
1388,3397
1388,3403
879,3408
1388,3414
843,3430
0,3442
1388,3447
1388,3454
1388,3460
1388,3467
294,3474
1388,3480
1388,3489
1388,3497
1367,3505
1388,3514
1388,3522
1388,3530
1207,3539
1388,3547
1388,3554
1388,3560
1388,3567
367,3574
1388,3580
1388,3589
1388,3597
1048,3605
1388,3614
727,3630
0,3645
1388,3647
1388,3655
1388,3664
687,3672
1388,3680
1388,3689
1388,3697
313,3705
1388,3714
1388,3720
1388,3727
1388,3734
291,3740
1388,3747
1388,3755
1388,3764
501,3772
1388,3780
1388,3789
1388,3797
419,3805
1388,3814
1388,3822
1388,3830
1064,3839
1388,3847
1388,3855
1388,3864
367,3872
1388,3880
1388,3889
1388,3897
533,3905
1388,3914
1388,3922
1388,3930
697,3939
1388,3947
1388,3955
1388,3964
34,3972
1388,3980
0,3990
1388,3991
1310,4003
1388,4014
1388,4022
1388,4030
542,4039
1388,4047
1388,4055
1388,4064
882,4072
1388,4080
1388,4089
1388,4097
927,4105
1388,4114
1388,4122
1388,4130
818,4139
1388,4147
1388,4155
1388,4164
914,4172
1388,4180
1388,4186
1388,4191
1388,4197
1388,4203
211,4208
1388,4214
0,4228
659,4230
1388,4247
1388,4254
1388,4260
1388,4267
47,4274
1388,4280
1388,4287
1388,4294
1388,4300
530,4307
1388,4314
1388,4320
1388,4327
1388,4334
564,4340
1388,4347
1388,4353
1388,4358
1388,4364
1388,4369
536,4375
1388,4380
1388,4386
1388,4391
1388,4397
1388,4403
149,4408
1388,4414
1388,4425
0,4435
162,4436
1388,4447
1388,4454
1388,4460
1388,4467
290,4474
1388,4480
1388,4486
1388,4491
1388,4497
1388,4503
337,4508
1388,4514
1388,4520
1388,4527
1388,4534
437,4540
1388,4547
1388,4554
1388,4560
1388,4567
593,4574
1388,4580
1388,4587
1388,4594
1388,4600
170,4607
1388,4614
1388,4618
1388,4622
1388,4626
1388,4630
1388,4634
1388,4639
842,4643
1388,4647
1388,4654
1388,4660
1388,4667
317,4674
1388,4680
1388,4687
1388,4694
1388,4700
379,4707
1388,4714
1388,4722
1388,4730
887,4739
1388,4747
1388,4755
1388,4764
649,4772
1388,4780
1388,4789
1388,4797
870,4805
1388,4814
1388,4822
1388,4830
667,4839
1388,4847
1388,4855
1388,4864
1115,4872
1388,4880
1388,4889
1388,4897
1214,4905
1388,4914
1388,4922
1388,4930
1273,4939
1388,4947
1388,4955
1388,4964
1088,4972
1388,4980
1388,4989
1388,4997
670,5005
1388,5014
1388,5022
1388,5030
530,5039
1388,5047
1388,5055
1388,5064
265,5072
1388,5080
1388,5089
1388,5097
770,5105
1388,5114
1388,5122
1388,5130
565,5139
1388,5147
0,5157
480,5164
1388,5180
1388,5191
1132,5203
0,5213
1388,5214
1388,5225
1274,5236
0,5247
1388,5247
1388,5255
1388,5264
340,5272
1388,5280
1388,5289
1388,5297
26,5305
1388,5314
1388,5322
1388,5330
393,5339
1388,5347
0,5357
802,5364
1388,5380
1388,5389
1388,5397
455,5405
1388,5414
1388,5420
1388,5427
1388,5434
268,5440
1388,5447
1388,5455
1388,5464
644,5472
1388,5480
1388,5489
1388,5497
674,5505
1388,5514
1388,5522
1388,5530
287,5539
1388,5547
1388,5558
1333,5569
0,5579
1388,5580
1388,5591
1269,5603
1388,5614
1388,5625
1282,5636
0,5646
1388,5647
1388,5658
1212,5669
0,5679
1388,5680
0,5690
1388,5691
0,5702
1376,5703
0,5713
1388,5714
1388,5722
1388,5730
1262,5739
1388,5747
1210,5764
1388,5780
1388,5789
1388,5797
213,5805
1388,5814
0,5824
1388,5825
0,5835
1029,5836
1388,5847
1388,5858
916,5869
1388,5880
1388,5889
1388,5897
295,5905
1388,5914
1388,5922
1388,5930
157,5939
1388,5947
175,5964
0,5974
1388,5980
1388,5991
1050,6003
0,6014
1388,6014
1388,6025
